Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,52.509998,52.630001,52.340000,52.560001,51.621792,2098500
2019-11-18,52.580002,53.200001,52.209999,52.889999,51.945900,1987400
2019-11-19,53.000000,53.060001,52.790001,52.910000,51.965542,2484700
2019-11-20,52.950001,53.189999,52.660000,53.169998,52.220901,2240100
2019-11-21,53.000000,53.060001,52.250000,52.340000,51.405720,1797100
2019-11-22,52.480000,52.910000,52.240002,52.689999,51.749466,2097600
2019-11-25,52.889999,52.889999,52.480000,52.720001,51.778934,2496300
2019-11-26,52.820000,53.340000,52.599998,53.299999,52.348579,2533900
2019-11-27,53.439999,53.720001,53.200001,53.480000,52.525368,1884100
2019-11-29,53.459999,53.549999,52.919998,53.320000,52.368221,1144300
2019-12-02,53.099998,53.610001,52.720001,53.480000,52.525368,2339500
2019-12-03,53.669998,53.790001,53.139999,53.650002,52.692333,3607400
2019-12-04,53.509998,53.980000,53.230000,53.299999,52.348579,3146700
2019-12-05,53.099998,53.900002,53.049999,53.900002,52.937870,3123800
2019-12-06,53.970001,53.990002,53.230000,53.310001,52.358402,2815000
2019-12-09,53.439999,53.470001,52.980000,53.160000,52.211079,2766900
2019-12-10,53.220001,53.439999,53.020000,53.240002,52.289650,3566500
2019-12-11,53.070000,53.230000,51.360001,51.580002,50.659283,5365200
2019-12-12,51.950001,52.450001,51.590000,51.660000,50.737854,4398700
2019-12-13,51.590000,51.990002,51.270000,51.599998,50.678925,4405300
2019-12-16,51.820000,52.590000,51.730000,52.380001,51.445004,5553600
2019-12-17,52.209999,52.619999,51.930000,52.169998,51.238750,4612600
2019-12-18,52.680000,53.360001,51.919998,53.180000,52.230724,9596200
2019-12-19,53.480000,53.599998,52.529999,53.200001,52.250366,5892200
2019-12-20,53.750000,53.790001,53.060001,53.279999,52.328934,7900100
2019-12-23,53.490002,53.660000,52.580002,52.720001,51.778934,3088500
2019-12-24,52.820000,52.980000,52.730000,52.980000,52.034290,811200
2019-12-26,52.980000,53.049999,52.250000,52.419998,51.484287,2843600
2019-12-27,52.560001,53.189999,52.459999,53.189999,52.240543,2017400
2019-12-30,52.939999,53.099998,52.599998,52.740002,51.798576,2578300
2019-12-31,52.750000,53.560001,52.599998,53.560001,52.603939,3945800
2020-01-02,53.630001,53.799999,52.040001,52.130001,51.199467,4422100
2020-01-03,52.230000,52.520000,51.820000,51.939999,51.012856,4718900
2020-01-06,52.080002,52.730000,51.980000,52.590000,51.651257,3884700
2020-01-07,52.299999,52.490002,51.939999,52.230000,51.297680,4274300
2020-01-08,52.490002,53.060001,52.279999,52.980000,52.034290,4143400
