Name,Sector,Full Time Employees,State,Enterprise Value,Profit Margins,Market Cap,Ask Size,Percentage Increase/Decrease
A.O. Smith Corp,Industrials,15100,WI,6695779840,0.11535999999999999,7071518208,800,"(-20.0, 5.0]"
Abbott Laboratories,Health Care,107000,IL,179368673280,0.11150999999999998,161106870272,2200,"(-20.0, 5.0]"
AbbVie Inc.,Health Care,30000,IL,153439600640,0.2477,126151917568,800,"(-20.0, 5.0]"
Activision Blizzard,Information Technology,9080,CA,49468571648,0.24194000000000002,56136794112,1400,"(-20.0, 5.0]"
Acuity Brands Inc,Industrials,12000,GA,3374809856,0.08427,3281126912,1200,"(-45.0, -20.0]"
Adobe Systems Inc,Information Technology,22634,CA,172123734016,0.27719998,175194308608,800,"(-20.0, 5.0]"
Advance Auto Parts,Consumer Discretionary,39000,NC,11159018496,0.05015,8370884608,1400,"(-45.0, -20.0]"
Advanced Micro Devices Inc,Information Technology,11400,CA,60438425600,0.06722,61089271808,1300,"(-20.0, 5.0]"
AES Corp,Utilities,8000,VA,29979682816,0.02974,8329542656,1100,"(-45.0, -20.0]"
Affiliated Managers Group Inc,Financials,4000,FL,5575848448,0.09116,2959964416,1000,"(-45.0, -20.0]"
AFLAC Inc,Financials,11729,GA,30438885376,0.13488,24596172800,1200,"(-45.0, -20.0]"
Agilent Technologies Inc,Health Care,16300,CA,25076074496,0.14590999999999998,24112525312,800,"(-20.0, 5.0]"
Air Products & Chemicals Inc,Materials,17000,PA,51342196736,0.21659,49334591488,900,"(-20.0, 5.0]"
Akamai Technologies Inc,Information Technology,7742,MA,17490700288,0.16739,16065540096,1000,"(-20.0, 5.0]"
Alaska Air Group Inc,Industrials,22473,WA,5329287680,0.0624,3411540480,900,"(-70.0, -45.0]"
Albemarle Corp,Materials,6000,NC,8946173952,0.14854999,6159059456,900,"(-20.0, 5.0]"
Alexandria Real Estate Equities Inc,Real Estate,439,CA,28175869952,0.15619999,19076898816,800,"(-20.0, 5.0]"
Alexion Pharmaceuticals,Health Care,3082,MA,21827235840,0.48172,21508163584,800,"(-20.0, 5.0]"
Allegion,Industrials,11000,,10161084416,0.11205,9036657664,1300,"(-45.0, -20.0]"
Alliance Data Systems,Information Technology,8500,OH,18828783616,0.02823,2081776128,1000,"(-70.0, -45.0]"
Alliant Energy Corp,Utilities,3597,WI,18493689856,0.15275,11322222592,900,"(-20.0, 5.0]"
Allstate Corp,Financials,45780,IL,34680958976,0.09378,32134090752,1100,"(-20.0, 5.0]"
Alphabet Inc Class A,Information Technology,123048,CA,820443348992,0.20711999999999997,919118413824,1100,"(-20.0, 5.0]"
Alphabet Inc Class C,Information Technology,123048,CA,821870002176,0.20711999999999997,918971744256,1200,"(-20.0, 5.0]"
Altria Group Inc,Consumer Staples,7300,VA,92874948608,-0.0421,66399559680,1000,"(-20.0, 5.0]"
Amazon.com Inc.,Consumer Discretionary,840400,WA,1184019251200,0.03565,1172752039936,1100,"(5.0, 30.0]"
Ameren Corp,Utilities,9323,MO,27919618048,0.14665,17232111616,800,"(-20.0, 5.0]"
American Airlines Group,Industrials,131500,TX,34518728704,-0.016929998999999998,3911769600,3100,"(-70.0, -45.0]"
American Electric Power,Utilities,17408,OH,71966760960,0.12345,39002734592,800,"(-20.0, 5.0]"
American Express Co,Financials,64000,NY,88655224832,0.14629,67617652736,900,"(-45.0, -20.0]"
American Tower Corp A,Real Estate,5454,MA,137346408448,0.24554001,105178775552,800,"(-20.0, 5.0]"
American Water Works Company Inc,Utilities,6800,NJ,31826710528,0.17202,21320536064,1400,"(-20.0, 5.0]"
Ameriprise Financial,Financials,12500,MN,13951852544,0.14686,13192114176,900,"(-45.0, -20.0]"
AMETEK Inc.,Industrials,18100,PA,20588632064,0.18483,18729406464,800,"(-45.0, -20.0]"
Amgen Inc.,Health Care,23400,CA,162874163200,0.32025,139173347328,1200,"(-20.0, 5.0]"
Analog Devices Inc.,Information Technology,16400,MA,44305219584,0.21063,38755155968,1100,"(-20.0, 5.0]"
ANSYS,Information Technology,4100,PA,22265403392,0.29771,22941538304,800,"(-20.0, 5.0]"
Aon plc,Financials,50000,,50893303808,0.14835,40957505536,1000,"(-20.0, 5.0]"
Apache Corporation,Energy,3163,TX,15096171520,-0.57187,4381822464,1000,"(-95.0, -70.0]"
Apple Inc.,Information Technology,137000,CA,1314434711552,0.21350001,1303029612544,800,"(-20.0, 5.0]"
Applied Materials Inc.,Information Technology,22300,CA,46373203968,0.18825,46374404096,1400,"(-45.0, -20.0]"
Archer-Daniels-Midland Co,Consumer Staples,38000,IL,28271147008,0.02389,19109062656,800,"(-20.0, 5.0]"
Arthur J. Gallagher & Co.,Financials,34015,IL,20663093248,0.09977000000000001,15255008256,900,"(-20.0, 5.0]"
Assurant Inc.,Financials,13600,NY,10116050944,0.036960002,5849329664,1400,"(-45.0, -20.0]"
AT&T Inc.,Telecommunication Services,244490,TX,405465497600,0.08048,205128761344,1100,"(-20.0, 5.0]"
Autodesk Inc.,Information Technology,10100,CA,40322322432,0.065510005,39783788544,1300,"(-20.0, 5.0]"
Automatic Data Processing,Information Technology,58000,NJ,63425499136,0.17146,62128132096,800,"(-45.0, -20.0]"
AutoZone Inc,Consumer Discretionary,55680,TN,32069214208,0.13419,24108083200,800,"(-45.0, -20.0]"
Avery Dennison Corp,Materials,30000,CA,10923280384,0.0829,8813205504,800,"(-20.0, 5.0]"
Ball Corp,Materials,18300,CO,27913732096,0.04933,21410590720,800,"(-20.0, 5.0]"
Bank of America Corp,Financials,209000,NC,30220759040,0.29571,193899872256,3000,"(-45.0, -20.0]"
Baxter International Inc.,Health Care,50000,IL,47901880320,0.08598,44736860160,800,"(-20.0, 5.0]"
Becton Dickinson,Health Care,65000,NJ,90250010624,0.052550003,73301655552,800,"(-20.0, 5.0]"
Best Buy Co. Inc.,Consumer Discretionary,125000,MN,20931598336,0.03531,19052646400,800,"(-45.0, -20.0]"
Biogen Inc.,Health Care,7400,MA,52557656064,0.40761003,50062512128,1100,"(-20.0, 5.0]"
BlackRock,Financials,16200,NY,74619731968,0.28376999999999997,75037696000,1000,"(-20.0, 5.0]"
Block H&R,Financials,3100,MO,5867118080,0.12963,2991061504,1200,"(-45.0, -20.0]"
Boeing Company,Industrials,161100,IL,94471397376,-0.04838,68768645120,800,"(-70.0, -45.0]"
Booking Holdings Inc,Consumer Discretionary,26400,CT,59148320768,0.32291,56439754752,1000,"(-45.0, -20.0]"
BorgWarner,Consumer Discretionary,29000,MI,6915802624,0.07337,5802181120,800,"(-45.0, -20.0]"
Boston Properties,Real Estate,760,MA,27980300288,0.31178,12934633472,1800,"(-45.0, -20.0]"
Boston Scientific,Health Care,36000,MA,61527949312,0.3975,50109616128,800,"(-45.0, -20.0]"
Brighthouse Financial Inc,Financials,1330,NC,5204286976,-0.11350001,2371987200,1400,"(-45.0, -20.0]"
Broadcom,Information Technology,19000,CA,144857726976,0.11639000000000001,105616785408,800,"(-45.0, -20.0]"
Cabot Oil & Gas,Energy,547,TX,9179894784,0.27416,7812089856,1000,"(5.0, 30.0]"
Cadence Design Systems,Information Technology,8100,CA,21992749056,0.41741002,22611355648,800,"(-20.0, 5.0]"
Campbell Soup,Consumer Staples,19000,NJ,21383766016,0.17950001,15256226816,800,"(-20.0, 5.0]"
Capital One Financial,Financials,52100,VA,63416700928,0.14867,26631084032,1100,"(-70.0, -45.0]"
Carmax Inc,Consumer Discretionary,27050,VA,27738421248,0.04147,11863098368,1000,"(-45.0, -20.0]"
Caterpillar Inc.,Industrials,102300,IL,90435985408,0.10405999999999999,58275201024,1100,"(-20.0, 5.0]"
Cboe Global Markets,Financials,823,IL,11652929536,0.1552,10695505920,1100,"(-45.0, -20.0]"
Centene Corporation,Health Care,56600,MO,47303495680,0.01082,37932949504,800,"(-20.0, 5.0]"
CenterPoint Energy,Utilities,14262,TX,24083765248,0.0643,8031787520,1100,"(-45.0, -20.0]"
Cerner,Health Care,27400,MO,21958307840,0.08932000400000001,20357904384,800,"(-20.0, 5.0]"
CF Industries Holdings Inc,Materials,3000,IL,12596634624,0.10740999999999999,5616446976,900,"(-45.0, -20.0]"
Charles Schwab Corporation,Financials,20200,CA,-49383698432,0.33301997,44504723456,900,"(-45.0, -20.0]"
Charter Communications,Consumer Discretionary,95100,CT,205006438400,0.03912,104046575616,800,"(-20.0, 5.0]"
Chipotle Mexican Grill,Consumer Discretionary,85000,CA,26333202432,0.059489999999999994,24182351872,1800,"(-20.0, 5.0]"
Church & Dwight,Consumer Staples,4800,NJ,19957102592,0.14961,17667411968,2200,"(-20.0, 5.0]"
CIGNA Corp.,Health Care,73700,CT,99824033792,0.031889997,67743813632,1100,"(-20.0, 5.0]"
Cimarex Energy,Energy,987,CO,4570477568,-0.052739999999999995,2369555200,900,"(-70.0, -45.0]"
Cincinnati Financial,Financials,5148,OH,9961290752,0.013409998999999999,8541801984,800,"(-45.0, -20.0]"
Cintas Corporation,Industrials,45000,OH,24720001024,0.13191,21868187648,1200,"(-45.0, -20.0]"
Cisco Systems,Information Technology,75900,CA,165835898880,0.21443,174512226304,1100,"(-20.0, 5.0]"
Citizens Financial Group,Financials,17863,RI,22029103104,0.24521999,8762097664,1200,"(-70.0, -45.0]"
Citrix Systems,Information Technology,8400,FL,19526760448,0.23877001,18236182528,900,"(5.0, 30.0]"
CME Group Inc.,Financials,4360,IL,66463207424,0.45878,62267973632,1100,"(-20.0, 5.0]"
CMS Energy,Utilities,8128,MI,30193715200,0.10677,15644838912,800,"(-20.0, 5.0]"
Coca-Cola Company (The),Consumer Staples,86200,GA,229402066944,0.26947,192196329472,1400,"(-20.0, 5.0]"
Cognizant Technology Solutions,Information Technology,292500,NJ,29636124672,0.10975,31159355392,1300,"(-45.0, -20.0]"
Colgate-Palmolive,Consumer Staples,34300,NY,67138560000,0.15855999999999998,58106855424,800,"(-20.0, 5.0]"
Comerica Inc.,Financials,7753,TX,9031325696,0.28799,4355966976,1000,"(-70.0, -45.0]"
Conagra Brands,Consumer Staples,18000,IL,26526877696,0.07372000000000001,16273209344,800,"(-20.0, 5.0]"
Concho Resources,Energy,1453,TX,15136720896,-2.24215,11357574144,900,"(-45.0, -20.0]"
ConocoPhillips,Energy,10400,TX,50734632960,0.11897999999999999,43422691328,800,"(-70.0, -45.0]"
Consolidated Edison,Utilities,14890,NY,47671951360,0.10680999599999999,24841134080,1000,"(-20.0, 5.0]"
Corning Inc.,Information Technology,49500,NY,23879530496,0.03294,15718889472,800,"(-45.0, -20.0]"
Costco Wholesale Corp.,Consumer Staples,149000,WA,136416296960,0.02386,136399650816,1100,"(-20.0, 5.0]"
"Coty, Inc",Consumer Staples,19000,NY,11784780800,-0.33123,3719094272,4000,"(-70.0, -45.0]"
Crown Castle International Corp.,Real Estate,5100,TX,90382082048,0.14751,64592240640,800,"(-20.0, 5.0]"
CSX Corp.,Industrials,20500,FL,63569760256,0.27736,47941136384,800,"(-45.0, -20.0]"
Cummins Inc.,Industrials,61615,IN,25433554944,0.09337000000000001,22667368448,800,"(-20.0, 5.0]"
CVS Health,Consumer Staples,290000,RI,161280212992,0.025940001,78870691840,1000,"(-20.0, 5.0]"
D. R. Horton,Consumer Discretionary,8916,TX,20467363840,0.10257000000000001,17180805120,800,"(-45.0, -20.0]"
Darden Restaurants,Consumer Discretionary,185000,FL,13770710016,0.07251,8855226368,1300,"(-70.0, -45.0]"
DaVita Inc.,Health Care,65000,CO,21334282240,0.07121,10030724096,1300,"(-20.0, 5.0]"
Deere & Co.,Industrials,73489,IL,84414742528,0.08416,41438613504,1100,"(-20.0, 5.0]"
Delta Air Lines Inc.,Industrials,91000,GA,31893184512,0.07762999999999999,13394345984,1800,"(-70.0, -45.0]"
Digital Realty Trust Inc,Real Estate,1550,CA,44373180416,0.18020001,40151187456,800,"(5.0, 30.0]"
Discover Financial Services,Financials,17200,IL,29230962688,0.29504,11988620288,900,"(-70.0, -45.0]"
Discovery Inc. Class A,Consumer Discretionary,9200,MD,31497201664,0.18566,10100011008,2200,"(-45.0, -20.0]"
Discovery Inc. Class C,Consumer Discretionary,9200,MD,30200619008,0.18566,10121245696,1800,"(-45.0, -20.0]"
Dish Network,Consumer Discretionary,16000,CO,24688861184,0.10927,11977868288,1000,"(-45.0, -20.0]"
Dollar General,Consumer Discretionary,143000,TN,55513137152,0.0617,43738460160,1000,"(-20.0, 5.0]"
Dollar Tree,Consumer Discretionary,56900,VA,27619670016,0.03503,17948899328,1100,"(-20.0, 5.0]"
Dominion Energy,Utilities,19100,VA,108576743424,0.10273,65137741824,900,"(-20.0, 5.0]"
Dover Corp.,Industrials,24000,IL,16181401600,0.10590999599999999,13008491520,1800,"(-45.0, -20.0]"
DTE Energy Co.,Utilities,10700,MI,38039384064,0.09099,19359432704,800,"(-45.0, -20.0]"
DXC Technology,Information Technology,130000,VA,12477001728,-0.07983,4112817152,900,"(-70.0, -45.0]"
Eastman Chemical,Materials,14500,TN,14015948800,0.08846,8089769472,900,"(-45.0, -20.0]"
eBay Inc.,Information Technology,13300,CA,33464940544,0.43490002,28699930624,1000,"(-20.0, 5.0]"
