Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,281.790009,298.619995,278.640015,297.820007,295.886292,2661800
2019-11-18,297.600006,307.380005,293.709991,294.000000,292.091095,2349500
2019-11-19,294.480011,295.149994,290.119995,292.720001,290.819427,2286900
2019-11-20,293.540009,293.690002,288.049988,292.700012,290.799530,1208800
2019-11-21,292.859985,295.970001,289.279999,293.730011,291.822876,1368500
2019-11-22,294.010010,296.989990,290.059998,291.829987,289.935181,1149400
2019-11-25,291.000000,294.290009,290.209991,293.890015,291.981812,1452000
2019-11-26,292.309998,293.880005,286.850006,287.239990,285.374969,2464600
2019-11-27,288.630005,291.600006,286.920013,289.450012,287.570648,1189000
2019-11-29,289.179993,290.750000,287.500000,288.660004,286.785767,512500
2019-12-02,289.619995,292.230011,287.000000,287.429993,285.563751,1262000
2019-12-03,285.010010,286.970001,282.350006,286.190002,284.331818,1093100
2019-12-04,288.010010,289.109985,285.730011,287.380005,286.314423,896000
2019-12-05,286.720001,288.359985,284.230011,286.299988,285.238434,970000
2019-12-06,282.089996,285.609985,280.850006,285.269989,284.212250,1618500
2019-12-09,285.429993,285.429993,282.239990,282.329987,281.283142,1209200
2019-12-10,282.579987,284.359985,280.369995,283.850006,282.797516,863400
2019-12-11,283.100006,284.450012,279.649994,280.600006,279.559570,1149700
2019-12-12,281.829987,285.040009,280.399994,284.420013,283.365417,1110600
2019-12-13,285.059998,288.619995,283.549988,284.119995,283.066498,897100
2019-12-16,285.700012,297.350006,285.019989,291.779999,290.698120,2021000
2019-12-17,291.000000,293.299988,289.010010,290.739990,289.661957,1107500
2019-12-18,290.940002,294.750000,290.109985,293.179993,292.092926,1105100
2019-12-19,294.500000,299.779999,293.899994,298.220001,297.114227,1941200
2019-12-20,301.720001,303.320007,297.679993,303.000000,301.876526,2823500
2019-12-23,303.100006,304.609985,300.440002,303.179993,302.055847,1308200
2019-12-24,303.820007,304.769989,302.480011,304.500000,303.370941,333100
2019-12-26,304.820007,305.239990,304.010010,304.760010,303.630005,484600
2019-12-27,305.059998,306.600006,304.630005,306.420013,305.283844,604900
2019-12-30,306.540009,306.570007,304.459991,305.309998,304.177948,831700
2019-12-31,305.299988,305.549988,300.170013,302.029999,300.910095,916000
2020-01-02,302.670013,302.820007,297.200012,300.869995,299.754395,1200500
2020-01-03,293.679993,299.529999,293.679993,296.880005,295.779205,986800
2020-01-06,295.750000,300.559998,294.769989,300.450012,299.335968,1308700
2020-01-07,299.200012,300.279999,294.609985,299.540009,298.429352,1313200
2020-01-08,300.890015,308.760010,298.510010,307.480011,306.339905,2067800
2020-01-09,307.829987,309.000000,305.790009,306.410004,305.273865,1439900
2020-01-10,307.940002,309.100006,306.429993,307.739990,306.598938,1049900
2020-01-13,306.880005,307.000000,296.339996,296.739990,295.639709,1756500
2020-01-14,296.040009,298.049988,294.820007,296.880005,295.779205,1067700
2020-01-15,297.260010,304.799988,297.220001,301.549988,300.431885,1401000
2020-01-16,302.920013,305.239990,302.089996,305.049988,303.918884,704200
2020-01-17,305.070007,305.649994,300.079987,305.390015,304.257660,1312600
2020-01-21,303.940002,308.230011,303.170013,305.989990,304.855408,992400
2020-01-22,306.679993,306.679993,302.140015,303.510010,302.384644,998000
2020-01-23,303.459991,305.359985,301.290009,304.399994,303.271301,1089300
2020-01-24,304.839996,305.579987,295.420013,297.279999,296.177704,1088700
2020-01-27,293.630005,293.809998,278.950012,283.790009,282.737762,2399600
2020-01-28,285.000000,293.619995,284.130005,290.320007,289.243530,1985900
2020-01-29,279.500000,282.329987,272.160004,272.910004,271.898071,4450400
2020-01-30,269.260010,270.440002,261.690002,265.890015,264.904114,2738500
2020-01-31,265.679993,268.559998,264.010010,265.279999,264.296356,2206900
2020-02-03,266.109985,270.649994,262.790009,266.429993,265.442108,1925500
2020-02-04,269.899994,277.369995,269.899994,273.369995,272.356384,1413800
2020-02-05,275.359985,293.179993,275.359985,287.329987,286.264587,2448900
2020-02-06,288.779999,288.779999,280.029999,282.329987,281.283142,1759800
2020-02-07,279.700012,281.839996,276.279999,276.480011,275.454865,1597500
2020-02-10,275.880005,278.029999,274.019989,276.549988,275.524567,1149200
2020-02-11,277.040009,279.940002,273.779999,279.910004,278.872131,1777100
