Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,256.109985,275.570007,255.360001,269.399994,267.210815,10136000
2019-11-18,269.000000,278.450012,269.000000,272.929993,270.712128,6985200
2019-11-19,275.239990,275.359985,271.549988,274.230011,272.001556,4002000
2019-11-20,272.250000,276.029999,271.239990,275.559998,273.320740,4141600
2019-11-21,275.220001,277.679993,273.910004,276.549988,274.302673,3309800
2019-11-22,276.529999,277.769989,275.000000,276.839996,274.590332,2802700
2019-11-25,277.779999,283.000000,277.010010,282.670013,280.372986,4082900
2019-11-26,280.709991,282.250000,280.160004,281.399994,279.113281,2998600
2019-11-27,281.010010,281.929993,278.690002,280.670013,278.389221,2323900
2019-11-29,278.100006,280.920013,277.329987,279.869995,277.595703,1520900
2019-12-02,281.779999,282.000000,278.570007,279.660004,277.387451,2517100
2019-12-03,276.970001,278.420013,273.850006,276.899994,274.649872,3239200
2019-12-04,281.619995,281.839996,278.640015,279.320007,277.050201,2694200
2019-12-05,279.239990,282.820007,277.480011,282.000000,279.708405,3357300
2019-12-06,282.839996,283.040009,279.109985,280.190002,278.981567,2828900
2019-12-09,280.769989,280.869995,277.420013,277.540009,276.342987,2697100
2019-12-10,277.600006,279.600006,274.010010,279.519989,278.314453,2515300
2019-12-11,278.299988,280.660004,278.029999,280.500000,279.290222,2751300
2019-12-12,281.029999,283.989990,280.040009,283.609985,282.386780,2996200
2019-12-13,284.970001,287.809998,284.119995,285.480011,284.248749,3599300
2019-12-16,287.970001,295.440002,287.059998,292.029999,290.770508,4663600
2019-12-17,291.239990,292.779999,289.170013,290.470001,289.217224,4409100
2019-12-18,291.000000,294.859985,290.989990,292.899994,291.636749,3621600
2019-12-19,295.000000,297.200012,293.619995,294.619995,293.349304,2905900
2019-12-20,298.899994,300.000000,292.510010,292.589996,291.328064,6608300
2019-12-23,293.429993,295.850006,292.809998,295.089996,293.817291,2098900
2019-12-24,295.260010,295.829987,293.559998,294.540009,293.269684,714000
2019-12-26,295.299988,296.260010,294.540009,295.649994,294.374878,1050600
2019-12-27,296.010010,296.540009,295.010010,295.970001,294.693512,1547100
2019-12-30,296.049988,296.540009,293.450012,293.850006,292.582642,1511700
2019-12-31,293.660004,294.089996,291.149994,293.980011,292.712097,2224200
2020-01-02,293.980011,295.700012,289.790009,292.500000,291.238464,2543400
2020-01-03,287.269989,291.880005,284.359985,289.540009,288.291229,2711400
2020-01-06,288.000000,291.660004,287.220001,291.549988,290.292542,3079100
2020-01-07,290.700012,291.489990,287.579987,289.790009,288.540161,2492900
2020-01-08,291.500000,297.380005,290.040009,295.899994,294.623810,3379200
2020-01-09,294.290009,297.200012,293.720001,294.220001,292.951050,2838200
2020-01-10,296.070007,296.070007,292.209991,295.130005,293.857117,2477900
2020-01-13,294.369995,294.450012,285.019989,285.850006,284.617157,6994900
2020-01-14,285.600006,288.239990,284.250000,288.239990,286.996826,6056300
2020-01-15,289.019989,299.640015,289.000000,296.410004,295.131622,6081300
2020-01-16,298.000000,300.989990,295.929993,300.739990,299.442932,3710300
2020-01-17,300.010010,300.700012,295.880005,298.470001,297.182709,4632200
2020-01-21,296.890015,302.540009,296.010010,300.529999,299.233826,4962800
2020-01-22,301.989990,302.130005,297.350006,300.589996,299.293579,3117600
2020-01-23,300.010010,300.579987,296.649994,299.459991,298.168427,3169600
2020-01-24,298.339996,299.929993,291.559998,292.809998,291.547119,3678500
2020-01-27,288.000000,288.079987,280.070007,284.089996,282.864746,4399400
2020-01-28,283.910004,288.369995,283.299988,285.869995,284.637054,4341000
2020-01-29,284.000000,286.190002,280.890015,282.899994,281.679871,3963800
2020-01-30,281.839996,281.839996,275.920013,280.980011,279.768158,4211800
2020-01-31,278.170013,278.779999,271.179993,272.450012,271.274963,5532600
2020-02-03,275.130005,276.850006,270.820007,274.019989,272.838165,5646800
2020-02-04,277.279999,283.500000,276.880005,280.839996,279.628754,4290200
2020-02-05,285.600006,297.000000,285.440002,295.730011,294.454559,5761000
2020-02-06,297.000000,297.269989,290.000000,292.459991,291.198639,3044000
2020-02-07,292.869995,293.390015,288.910004,289.220001,287.972626,3425900
2020-02-10,286.230011,289.290009,285.450012,287.029999,285.792053,3147400
2020-02-11,286.850006,291.570007,285.899994,290.790009,289.535858,2992200
2020-02-12,295.000000,305.000000,294.010010,303.480011,302.171112,6701900
2020-02-13,300.140015,305.899994,300.140015,302.200012,300.896637,3565500
2020-02-14,302.209991,303.970001,297.309998,298.779999,297.491394,2485600
2020-02-18,299.670013,303.350006,299.000000,302.140015,300.836914,3241700
2020-02-19,303.369995,306.709991,302.730011,305.309998,303.993225,3021100
2020-02-20,303.200012,304.160004,297.890015,302.130005,300.826935,2885500
2020-02-21,300.470001,302.510010,298.609985,301.429993,300.129944,2987100
2020-02-24,286.890015,288.989990,277.640015,277.790009,276.591919,8790600
2020-02-25,280.149994,281.980011,262.010010,263.390015,262.254028,8171200
2020-02-26,264.720001,269.829987,258.709991,263.000000,261.865692,6806600
2020-02-27,258.420013,262.149994,252.070007,253.919998,252.824860,7604300
2020-02-28,246.199997,257.100006,245.300003,254.960007,253.860382,9964000
2020-03-02,257.339996,273.239990,250.320007,273.109985,271.932068,8866300
2020-03-03,275.350006,280.350006,259.230011,261.399994,260.272583,9188100
2020-03-04,290.000000,295.839996,282.209991,289.420013,288.171753,14533000
2020-03-05,281.600006,289.420013,279.940002,282.959991,281.739594,5908400
2020-03-06,275.420013,284.970001,271.899994,283.869995,282.645691,5361900
2020-03-09,264.459991,281.440002,259.239990,273.440002,272.260681,8070700
2020-03-10,279.720001,283.899994,272.500000,280.000000,278.792389,7366000
2020-03-11,274.760010,285.239990,273.260010,277.779999,276.581940,7744600
2020-03-12,260.000000,272.230011,250.000000,250.410004,249.330002,10496600
2020-03-13,260.989990,273.220001,242.270004,272.040009,272.040009,9308400
2020-03-16,243.919998,245.679993,223.949997,225.039993,225.039993,10303500
2020-03-17,230.820007,248.759995,228.289993,244.220001,244.220001,9642200
2020-03-18,225.750000,231.449997,200.190002,217.059998,217.059998,12917500
2020-03-19,216.979996,226.119995,208.940002,219.800003,219.800003,8065200
2020-03-20,223.179993,232.639999,203.460007,206.589996,206.589996,9364100
2020-03-23,202.039993,205.750000,187.720001,194.860001,194.860001,10654500
2020-03-24,202.139999,220.270004,199.000000,219.800003,219.800003,8894400
2020-03-25,219.089996,247.509995,216.000000,234.490005,234.490005,10014000
2020-03-26,234.029999,257.959991,232.300003,255.389999,255.389999,7517600
2020-03-27,242.940002,251.600006,238.240005,242.449997,242.449997,4879500
2020-03-30,242.639999,254.089996,242.639999,251.279999,251.279999,5329000
2020-03-31,243.479996,254.529999,243.000000,249.380005,249.380005,5450000
