Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,10.340000,10.585000,10.315000,10.570000,10.570000,2511542
2019-11-18,10.570000,10.620000,10.445000,10.545000,10.545000,1611748
2019-11-19,10.555000,10.715000,10.550000,10.590000,10.590000,1931624
2019-11-20,10.510000,10.555000,10.315000,10.330000,10.330000,1423720
2019-11-21,10.305000,10.335000,10.175000,10.220000,10.220000,1563430
2019-11-22,10.120000,10.585000,10.110000,10.445000,10.445000,2317942
2019-11-25,10.480000,10.635000,10.480000,10.575000,10.575000,1662919
2019-11-26,10.600000,11.020000,10.580000,10.865000,10.865000,4042077
2019-11-27,10.890000,11.030000,10.820000,10.910000,10.910000,1896206
2019-11-28,10.910000,10.915000,10.780000,10.900000,10.900000,950277
2019-11-29,10.700000,10.805000,10.515000,10.680000,10.680000,2037177
2019-12-02,10.650000,10.800000,10.420000,10.440000,10.440000,2089766
2019-12-03,10.490000,10.525000,10.115000,10.220000,10.220000,2139397
2019-12-04,10.210000,10.480000,10.175000,10.455000,10.455000,2142817
2019-12-05,10.500000,10.660000,10.320000,10.380000,10.380000,1473381
2019-12-06,10.385000,10.385000,9.826000,10.270000,10.270000,3903494
2019-12-09,10.270000,10.440000,10.160000,10.210000,10.210000,1900622
2019-12-10,10.190000,10.225000,10.010000,10.180000,10.180000,1638592
2019-12-11,10.160000,10.395000,10.140000,10.345000,10.345000,1977688
2019-12-12,10.400000,10.630000,10.390000,10.455000,10.455000,2081330
2019-12-13,10.640000,10.915000,10.550000,10.580000,10.580000,3310437
2019-12-16,10.605000,10.865000,10.580000,10.600000,10.600000,2601659
2019-12-17,10.595000,10.620000,10.290000,10.355000,10.355000,3120272
2019-12-18,10.405000,10.425000,10.035000,10.040000,10.040000,3624068
2019-12-19,10.040000,10.140000,9.870000,9.958000,9.958000,2985599
2019-12-20,9.950000,10.045000,9.862000,9.918000,9.918000,3888326
2019-12-23,9.920000,10.030000,9.854000,9.986000,9.986000,1597449
2019-12-24,10.020000,10.020000,9.896000,9.920000,9.920000,465112
2019-12-25,9.920000,9.920000,9.920000,9.920000,9.920000,0
2019-12-27,9.950000,10.035000,9.940000,9.990000,9.990000,1117599
2019-12-30,9.970000,10.030000,9.886000,9.932000,9.932000,1238812
2019-12-31,9.930000,9.980000,9.884000,9.924000,9.924000,446515
2020-01-02,9.960000,10.270000,9.918000,10.250000,10.250000,2438103
2020-01-03,10.130000,10.130000,9.438000,9.438000,9.438000,8540130
2020-01-06,9.320000,9.384000,8.966000,9.350000,9.350000,5834090
2020-01-07,9.510000,9.584000,9.388000,9.394000,9.394000,3306383
2020-01-08,9.160000,9.440000,9.124000,9.440000,9.440000,3595370
2020-01-09,9.844000,10.000000,9.750000,9.820000,9.820000,4363139
