Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,17.290001,17.900000,17.110001,17.740000,16.860523,6417700
2019-11-18,17.830000,17.870001,17.230000,17.299999,16.442337,5293100
2019-11-19,16.980000,17.030001,16.480000,16.780001,15.948117,6062100
2019-11-20,16.700001,16.790001,16.180000,16.280001,15.472906,6035500
2019-11-21,16.299999,16.420000,15.850000,16.219999,15.415879,9827900
2019-11-22,16.490000,16.980000,15.880000,16.940001,16.100185,10699700
2019-11-25,17.209999,17.280001,16.809999,17.160000,16.309278,6075300
2019-11-26,17.100000,17.270000,16.860001,17.010000,16.166714,5972100
2019-11-27,17.040001,17.150000,16.709999,16.910000,16.071672,5809300
2019-11-29,16.879999,16.930000,16.570000,16.610001,15.786545,3401100
2019-12-02,16.650000,16.799999,16.180000,16.190001,15.387367,6824200
2019-12-03,15.990000,15.990000,15.690000,15.700000,14.921659,7203000
2019-12-04,15.760000,16.100000,15.720000,16.049999,15.254306,5106400
2019-12-05,16.200001,16.450001,16.200001,16.299999,15.491912,4479400
2019-12-06,16.520000,16.690001,16.260000,16.270000,15.463401,4403100
2019-12-09,16.200001,16.600000,16.160000,16.379999,15.567946,4314900
2019-12-10,16.430000,16.650000,16.290001,16.629999,15.805552,5673000
2019-12-11,16.250000,16.309999,16.100000,16.170000,15.368358,5892100
2019-12-12,16.240000,17.120001,16.160000,17.020000,16.176220,8637400
2019-12-13,17.200001,17.200001,16.530001,16.690001,15.862579,6071500
2019-12-16,16.799999,17.500000,16.799999,17.049999,16.204731,9817400
2019-12-17,17.030001,17.500000,16.870001,17.320000,16.461346,4699600
2019-12-18,17.370001,17.889999,17.350000,17.730000,16.851021,5439000
2019-12-19,17.770000,17.870001,17.580000,17.799999,16.917549,4943000
2019-12-20,17.879999,18.010000,17.580000,17.590000,16.717960,14360600
2019-12-23,17.639999,17.719999,17.379999,17.660000,16.784489,5072400
2019-12-24,17.760000,18.020000,17.600000,17.639999,16.765482,1814100
2019-12-26,17.750000,17.969999,17.650000,17.930000,17.041105,3308000
2019-12-27,18.020000,18.040001,17.690001,17.830000,16.946062,3811800
2019-12-30,17.860001,18.070000,17.620001,17.820000,16.936558,2885100
2019-12-31,17.740000,17.860001,17.580000,17.680000,16.803497,3785900
2020-01-02,17.700001,17.799999,17.020000,17.280001,16.423328,8227500
2020-01-03,17.170000,17.500000,17.020000,17.440001,16.575397,4817300
2020-01-06,17.340000,18.490000,17.309999,18.280001,17.373753,8955700
2020-01-07,17.980000,18.500000,17.850000,18.030001,17.366529,8673300
2020-01-08,18.110001,18.420000,17.840000,18.070000,17.405056,4472900
2020-01-09,17.940001,17.990000,17.200001,17.430000,16.788609,5468100
2020-01-10,17.440001,17.830000,17.370001,17.799999,17.144991,4168800
2020-01-13,17.799999,18.160000,17.590000,17.980000,17.318369,5117000
2020-01-14,17.990000,18.299999,17.920000,18.139999,17.472481,3111800
2020-01-15,18.059999,18.160000,17.889999,17.920000,17.260576,3058400
2020-01-16,18.040001,18.639999,17.920000,18.610001,17.925186,8209400
2020-01-17,18.820000,18.920000,18.200001,18.530001,17.848131,9408100
2020-01-21,18.530001,18.530001,18.020000,18.150000,17.482113,6271500
2020-01-22,18.270000,18.299999,17.950001,17.959999,17.299105,3897400
2020-01-23,17.850000,17.900000,17.500000,17.809999,17.154623,3338100
2020-01-24,17.840000,17.990000,17.469999,17.660000,17.010143,4700200
2020-01-27,17.340000,17.889999,17.250000,17.690001,17.039042,4149000
2020-01-28,17.840000,18.270000,17.700001,18.129999,17.462849,3929900
2020-01-29,18.299999,18.480000,18.080000,18.110001,17.443586,3425900
2020-01-30,17.920000,18.180000,17.850000,18.120001,17.453218,4456700
2020-01-31,18.080000,18.120001,17.160000,17.410000,16.769344,7634900
2020-02-03,17.450001,18.059999,17.230000,17.450001,16.807873,4689500
2020-02-04,17.820000,18.090000,17.750000,17.799999,17.144991,4240300
2020-02-05,18.100000,18.730000,18.020000,18.680000,17.992611,5776900
2020-02-06,18.879999,18.990000,18.490000,18.490000,17.809601,3829700
2020-02-07,18.379999,18.379999,17.719999,17.850000,17.193153,4743600
2020-02-10,17.870001,17.969999,17.600000,17.660000,17.010143,2258900
2020-02-11,17.820000,17.820000,17.510000,17.629999,16.981247,4361900
2020-02-12,17.940001,18.500000,17.840000,18.459999,17.780704,4102100
2020-02-13,18.290001,18.360001,17.879999,18.330000,17.655489,6381600
2020-02-14,18.290001,18.430000,18.070000,18.139999,17.472481,4745800
2020-02-18,18.090000,18.090000,17.209999,17.400000,16.759712,5164200
2020-02-19,17.379999,17.430000,16.980000,17.180000,16.547808,4774900
2020-02-20,17.129999,17.629999,17.010000,17.469999,16.827135,3831300
2020-02-21,17.330000,17.590000,16.990000,17.059999,16.432222,4093000
2020-02-24,16.410000,16.610001,16.090000,16.290001,15.690558,7992500
2020-02-25,16.389999,16.389999,15.270000,15.370000,14.804412,9900000
2020-02-26,15.650000,15.730000,14.690000,14.700000,14.159066,7456000
2020-02-27,14.270000,14.840000,13.470000,14.190000,13.667833,11351300
2020-02-28,13.760000,14.490000,13.720000,14.330000,13.802682,11432700
2020-03-02,14.360000,14.480000,13.490000,14.030000,13.513721,12373800
2020-03-03,14.080000,14.680000,13.670000,13.820000,13.311449,9841500
2020-03-04,13.950000,14.290000,13.730000,14.280000,13.754521,7287500
2020-03-05,13.880000,13.990000,13.160000,13.360000,12.868376,7536800
2020-03-06,12.860000,13.500000,12.630000,13.190000,12.704632,7394900
2020-03-09,12.290000,12.360000,11.540000,11.770000,11.336885,8322700
2020-03-10,12.250000,12.690000,11.640000,12.430000,11.972599,8773900
2020-03-11,12.030000,12.090000,10.930000,10.970000,10.566324,13851400
2020-03-12,10.040000,10.420000,9.350000,10.070000,9.699442,14243300
2020-03-13,10.790000,11.360000,10.290000,10.810000,10.412212,17753200
2020-03-16,9.320000,9.770000,7.750000,8.340000,8.033103,18884800
2020-03-17,8.380000,8.540000,6.790000,8.350000,8.042735,17251400
2020-03-18,7.690000,8.980000,6.800000,7.890000,7.599662,14057000
2020-03-19,7.660000,8.590000,7.220000,8.070000,7.773038,10645900
2020-03-20,8.280000,8.530000,7.120000,7.220000,6.954317,11055800
2020-03-23,7.130000,7.230000,6.040000,6.280000,6.048908,13734800
2020-03-24,6.900000,8.230000,6.620000,8.130000,7.830831,11112600
2020-03-25,8.520000,9.700000,7.780000,8.980000,8.649552,12523000
2020-03-26,9.060000,9.340000,8.430000,8.450000,8.139055,10839800
2020-03-27,7.820000,8.000000,7.400000,7.790000,7.503342,8422300
2020-03-30,7.650000,7.670000,7.120000,7.420000,7.146957,7686100
2020-03-31,7.190000,7.430000,6.900000,7.040000,6.780941,9529200
2020-04-01,6.530000,6.650000,5.700000,5.890000,5.673259,14975300
2020-04-02,5.820000,6.140000,5.260000,5.500000,5.297610,17446000
2020-04-03,5.500000,5.790000,5.470000,5.650000,5.442091,15268300
2020-04-06,6.220000,6.800000,6.110000,6.590000,6.347500,14020100
2020-04-07,7.230000,7.860000,6.880000,6.970000,6.970000,21926800
2020-04-08,7.150000,8.070000,6.920000,7.850000,7.850000,11661000
2020-04-09,8.350000,9.390000,8.250000,9.090000,9.090000,18870200
2020-04-13,9.160000,9.320000,8.110000,8.330000,8.330000,11479400
2020-04-14,8.810000,9.010000,8.180000,8.430000,8.430000,8991700
